8,1,0.235059274209932
3,1,0.251449405760634
4,1,0.29538714367118
0,1,0.525259757177942
1,1,0.233604707718696
10,1,0.291752070374543
9,1,0.300805770073654
6,1,0.231087168265537
2,1,0.279945330661101
5,1,0.284554402691578
7,1,0.274686257146565
8,2,-0.179807100878392
3,2,-0.432246790566445
4,2,0.335276516411365
0,2,0.656680626092622
1,2,-0.167613285482133
10,2,-0.171566433891478
9,2,-0.0246272765727217
6,2,-0.136500902885042
2,2,-0.0730330800205164
5,2,-0.365193053737037
7,2,-0.147391587822179
8,3,-0.528810036733459
3,3,-0.259865171984362
4,3,-0.54169727984478
0,3,0.133091736969006
1,3,-0.0621556901250554
10,3,0.285375996954591
9,3,0.319832953946044
6,3,0.339187897997467
2,3,-0.0457057375847239
5,3,-0.012225256675222
7,3,0.191827721145471
