106,3
285,2
120,3
264,3
497,2
452,1
496,1
209,3
276,2
665,1
850,1
599,2
756,1
151,3
384,2
253,2
119,4
399,2
270,2
6436,1
620,1
518,1
268,3
310,1
1614,1
1283,1
397,2
2055,1
101,4
20,87
486,1
330,5
847,2
82,5
1419,2
25,53
1043,1
1060,1
26,49
213,1
137,2
265,1
379,2
405,1
292,2
168,2
136,2
218,2
196,1
1151,1
363,1
27,42
831,1
811,1
409,1
414,1
676,1
155,2
446,1
986,1
1600,1
786,3
605,2
149,2
389,2
93,3
97,8
382,1
641,1
335,1
205,2
187,3
750,1
541,1
114,2
1073,1
156,3
295,2
11,352
302,1
386,1
269,1
249,2
534,1
135,9
228,2
511,2
126,4
194,3
430,2
252,3
39,26
506,1
537,1
1047,1
882,1
132,4
508,1
526,1
489,1
559,1
378,2
131,3
1425,1
369,1
788,1
178,2
67,6
1222,1
849,1
471,2
255,1
357,4
241,2
17,130
325,1
761,1
66,8
142,4
224,3
89,5
660,1
160,1
658,1
284,1
50,11
33,29
512,2
900,1
442,1
57,5
109,4
51,10
239,2
1132,1
31,23
288,2
76,8
406,1
69,10
460,4
203,5
817,1
385,1
949,1
441,3
34,22
81,7
219,3
557,1
12,257
273,2
521,1
10,448
79,8
428,1
321,2
2115,1
42,18
684,1
1847,1
90,8
481,2
18,108
134,4
139,4
59,12
146,3
143,4
1207,1
424,2
98,2
3626,1
193,2
271,3
853,2
243,1
167,3
116,3
350,1
1969,1
3211,1
64,7
235,1
394,1
387,1
248,2
956,1
84,6
1481,1
145,1
501,1
207,2
458,1
74,5
104,8
629,1
163,4
413,1
6,1598
102,5
509,1
315,1
463,2
246,2
71,6
1175,1
533,1
29,31
2,34121
159,3
72,1
267,2
354,1
41,24
186,1
1237,1
177,3
626,1
141,2
580,2
698,1
843,1
346,1
705,2
480,1
841,1
171,3
337,2
247,2
380,2
1090,1
886,1
311,1
138,5
242,2
297,3
419,2
190,2
16,133
400,2
54,15
274,2
689,1
893,1
1445,1
342,1
1140,2
473,1
320,2
426,1
47,16
103,4
412,1
115,4
525,1
148,1
1808,1
236,1
208,4
810,3
211,2
46,23
368,1
294,1
83,4
36,26
15,136
174,2
851,1
361,2
77,3
1038,1
125,2
140,4
474,4
4,4732
407,1
153,1
257,1
200,3
73,7
806,1
182,3
40,14
56,13
53,14
355,1
579,3
222,3
123,5
261,2
275,2
92,1
23,55
528,3
348,1
1170,1
44,15
1064,1
371,1
990,1
814,1
1391,1
880,1
730,1
754,1
333,2
791,2
58,9
929,1
1,207690
484,1
189,3
290,2
569,1
712,1
507,2
596,1
1276,1
2360,1
1144,1
682,1
111,4
485,2
206,1
562,1
1892,1
608,2
364,2
237,1
372,1
556,1
376,1
86,4
226,2
7636,1
500,1
13,221
49,13
860,1
1152,1
723,1
22,63
978,1
360,1
515,1
91,3
70,5
642,1
45,17
743,1
225,1
199,6
433,2
303,1
540,1
495,1
293,1
543,1
60,8
365,1
1131,1
532,1
287,3
618,1
895,1
165,1
1054,1
105,4
327,1
21,86
976,2
668,1
1630,1
790,1
152,2
75,2
536,1
1752,1
719,1
124,5
1094,1
1599,1
5,2389
462,1
281,2
510,2
301,1
245,1
499,1
181,1
425,2
415,1
43,15
1007,1
4106,1
498,1
220,3
367,2
822,1
259,1
573,2
166,3
392,1
896,2
731,2
1371,1
846,1
673,1
690,1
291,1
423,1
254,1
656,1
625,1
3,8127
1585,1
431,1
201,3
61,9
176,3
96,3
694,1
581,1
87,2
169,4
388,1
14,179
884,1
344,1
107,3
1613,1
1029,2
319,1
1616,1
649,1
147,4
1816,1
221,1
435,1
889,1
634,1
654,1
1849,1
210,3
1192,1
759,1
258,2
161,3
19,92
398,1
157,3
913,1
589,2
108,1
154,4
643,2
215,3
1089,1
35,26
65,7
4314,1
52,14
635,1
317,3
657,4
503,2
37,30
2801,1
173,1
85,2
32,26
1122,1
878,1
792,1
188,2
592,1
1239,1
491,1
326,1
306,1
78,4
6145,1
278,2
1328,1
1570,1
603,1
436,1
133,4
289,1
2142,1
279,4
1030,1
150,3
308,1
420,2
100,5
443,1
416,1
492,1
331,2
232,1
1658,1
158,2
113,2
172,2
63,5
9,547
711,1
183,1
917,1
24,42
411,1
184,1
260,1
170,3
494,1
55,7
908,1
68,6
374,1
535,1
118,4
88,6
130,3
272,1
38,24
128,5
223,2
456,2
240,4
300,2
283,2
1088,1
217,3
231,5
548,1
383,1
212,2
612,2
1791,1
216,1
740,2
202,2
616,1
865,1
615,1
266,2
144,2
7,1041
453,1
129,5
8,747
483,2
1432,1
305,2
80,5
1572,1
312,1
179,1
470,2
542,1
1270,1
1625,1
1301,1
1753,1
110,1
175,1
99,7
48,11
28,39
967,1
313,2
94,5
262,1
362,2
162,1
30,35
299,2
95,5
122,4
62,9
871,1
329,4
751,1
531,1
454,1
180,2
127,4
390,1
1133,1
628,1
439,2
675,1
1867,1
1765,1
117,5
709,2
438,1
185,1
487,1
