92493,0
104677,0
169099,0
241793,0
153511,0
198959,0
18659,0
184495,0
112341,0
84899,0
209151,0
88303,0
96295,0
45043,0
155303,0
210363,0
38057,0
209483,0
227053,0
253433,0
44553,0
260483,0
121479,0
90339,0
209343,0
107339,0
84343,0
209383,0
162271,0
94623,0
12089,0
254079,0
64853,0
154753,0
102623,0
219157,0
30175,0
231397,0
158419,0
112127,0
12969,0
47845,0
48617,0
178417,0
64891,0
208479,0
152749,0
81889,0
209779,0
12079,0
56879,0
209447,0
53077,0
95295,0
117251,0
210185,0
239959,0
57691,0
124833,0
211807,0
84365,0
120704,0
12313,0
89973,0
110277,0
211091,0
211265,0
52743,0
47923,0
50655,0
75535,0
105757,0
210073,0
131117,0
53055,0
181459,0
91171,0
146531,0
151949,0
217821,0
319,0
5567,0
87957,0
10835,0
135297,0
107359,0
87443,0
110695,0
82469,0
107285,0
85127,0
11439,0
106677,0
247513,0
92279,0
211349,0
10117,0
133525,0
56951,0
153057,0
264495,0
208591,0
13037,0
198513,0
11105,0
65329,0
67517,0
217225,0
205813,0
156859,0
76587,0
133869,0
151851,0
125821,0
31981,0
69539,0
84829,0
124085,0
108823,0
108887,0
178313,0
133999,0
211635,0
4955,0
81717,0
135743,0
105087,0
105935,0
61611,0
98027,0
207477,0
122549,0
10013,0
198607,0
110563,0
160771,0
170299,0
152149,0
11899,0
205523,0
150591,0
132379,0
190741,0
71251,0
86845,0
9883,0
53413,0
173047,0
13071,0
232787,0
54167,0
181769,0
195973,0
102379,0
129677,0
197549,0
154199,0
132295,0
245063,0
12483,0
53069,0
243015,0
68415,0
255293,0
139807,0
35719,0
100507,0
107571,0
144445,0
45885,0
149629,0
29711,0
72629,0
210127,0
79827,0
53821,0
107499,0
3861,0
62657,0
175861,0
248273,0
120643,0
120709,0
253153,0
175661,0
100271,0
129045,0
11701,0
91847,0
208107,0
168381,0
22619,0
31463,0
208629,0
129875,0
168231,0
102115,0
128931,0
264191,0
167827,0
16041,0
22665,0
218539,0
98761,0
27327,0
35173,0
111873,0
109001,0
208337,0
213137,0
49925,0
85283,0
57435,0
92387,0
42437,0
44629,0
176201,0
216473,0
124093,0
96841,0
27989,0
11767,0
141829,0
128095,0
208245,0
210425,0
213649,0
250385,0
217065,0
158109,0
143551,0
7419,0
221741,0
11081,0
244701,0
39813,0
139895,0
153071,0
235479,0
135639,0
9443,0
96155,0
101121,0
151639,0
136691,0
10017,0
140635,0
211139,0
238065,0
129475,0
155913,0
242359,0
219167,0
181871,0
134479,0
12047,0
217801,0
184001,0
144739,0
245671,0
83083,0
7291,0
153525,0
210391,0
11149,0
135407,0
11293,0
210951,0
170555,0
40153,0
11411,0
141333,0
13619,0
134979,0
211657,0
100163,0
131287,0
206953,0
230921,0
3389,0
185435,0
181427,0
154077,0
58825,0
26609,0
73217,0
21003,0
219455,0
12437,0
264971,0
100473,0
6049,0
146617,0
42399,0
56219,0
118767,0
143773,0
57981,0
255837,0
12509,0
107928,0
117619,0
240737,0
117655,0
100285,0
211201,0
213631,0
149099,0
10893,0
228759,0
32997,0
211305,0
11057,0
49137,0
92783,0
113141,0
90227,0
99395,0
185049,0
89135,0
227519,0
215767,0
84961,0
101223,0
10037,0
87833,0
211439,0
151731,0
96105,0
10705,0
27285,0
157183,0
106163,0
11051,0
142137,0
238591,0
91137,0
10595,0
9609,0
