297033,2
160071,2
504340,2
483021,33379
135082,2
274516,2
108807,2
419079,2
118175,41926
453860,2
259999,5502
67171,2
547420,2
515319,2
332577,2
10627,10627
41308,2
478277,2
456920,2
171412,2
137719,2
411837,18805
66093,2
77345,54262
332757,2
217609,20485
204270,75951
495184,2
318325,2
274871,2
446606,2
533148,2
183918,1223
216377,2
263701,76235
538409,2
158730,2
486294,2
447758,9681
432035,4205
518345,3245
462735,4785
222006,2
151200,27939
107667,2
208068,2
475326,43420
149342,2
512886,78097
222464,2
287524,30398
528899,2
223693,2
536456,2
476606,11029
473780,1971
495410,30846
420020,2
106076,2
508029,16700
348369,50488
457492,5502
103674,2
154405,2
488305,8208
384133,19737
354398,32134
172457,2
367009,2
201845,7801
339194,2
353138,2
278128,2
58190,2
533249,4104
358783,91380
284725,2
498971,2
218618,2
284911,2
466992,2
100347,2
75497,2
355054,72643
251145,9007
396809,2
470677,2
328831,2
408341,2
333302,2
342625,2
448660,43495
221463,7786
351944,2
358368,2
443277,2
222075,2
18539,2
504632,2
36016,36016
30458,30458
133683,2
207104,2
194599,16823
528702,2
387296,2
149558,1151
495305,2
493499,14581
537745,2
452597,2
363821,2
350776,2
464817,23378
420979,2
318788,2
148117,2
403799,2
328038,2
256589,2
366445,18557
466634,873
252527,11564
71290,2
160838,30923
480006,2
317394,42803
475582,2
111709,2
21510,2
503396,23490
49658,2
40971,2
399586,7556
451573,2
279403,2
367051,2
392832,2
293973,1223
47693,2
264571,70629
112833,2
318879,2
509188,2
149907,2
364150,5536
170415,2
452606,2
216828,4976
213201,132457
470803,330426
431976,2
310915,12611
150959,2
14325,2
253190,2
48867,2
390254,2
436013,2
348463,2
507042,2
339697,14093
283087,2
526426,41926
267692,2
64356,2
135918,2
412983,6089
324395,13058
2211,2
155400,2
483331,47098
168683,2
164372,2
503734,4584
290045,2
40580,2
546155,2
258338,2
309139,2
320563,96345
177238,8336
483802,2
309621,28291
465649,2
200341,2
546008,2
364358,2
493833,2
331269,8824
44718,102
373073,2
440483,2
208774,33880
342237,1158
32906,2
375587,14966
461100,155945
232799,2
54146,2
70465,70465
353801,2
63843,8770
86871,58104
41887,2
383780,2
527393,6842
200950,2
21,2
135098,2
345380,2
100980,2
461906,132163
70925,3771
262405,2
216547,2
540049,2
129115,2
234905,2
160776,2
277932,2
187629,2
273508,2
253800,2
88686,2
246868,246868
223283,2
214750,2
39062,39062
296959,158493
288378,2
482984,48997
334145,2
99515,2
263126,2
300276,4205
26587,5313
116870,2
258516,2
421761,7556
240473,2
476754,2
137019,2
70098,70098
539551,2
215424,2
231889,2
71212,19164
281942,2
334781,2
26259,2
274756,2
226810,62682
352815,2
73719,54363
436552,2
336932,162336
59148,2
355874,2
112516,2
308220,2
530713,2
113738,2
85930,10853
469603,11810
354582,30846
241919,2
78315,486
162311,2
232362,1878
7985,7985
346024,2
449888,2
154841,2
131541,131541
205658,2
462326,2356
366233,26819
284880,2
192995,21225
111212,32054
472104,2
165898,2
492611,2
332321,2344
535364,79324
241866,14880
127142,2
244830,2
133912,35825
341648,2
233670,9685
232509,2
342374,2
269236,42977
510388,265573
187815,2
541253,2
94913,18875
95256,2
274808,2
466895,2
5460,2
473952,2834
49942,2
340632,2
306998,16700
53048,2
126866,2
527559,2
421707,21240
511125,68889
5359,5359
438676,2
29941,2
93737,86963
187102,2
9727,2
420823,2
288377,2
323767,126485
192488,2
144489,2
273127,2
443372,4931
21312,2
524745,2
110637,2
188290,2
469909,7151
533589,2
181441,41642
83264,23621
180873,1223
249173,8504
419714,208046
115068,2
198519,2
116994,2
170158,2
548490,2
36984,2
446124,2
320795,2
78295,2
405898,6100
182019,2
92932,2
273511,2
189821,2
410304,5854
203660,2
109988,15414
451498,2
247800,2
231585,11564
968,2
198127,2
529136,2
302402,5492
395552,2
370067,2
304313,2
154646,2
228397,2
66053,2
504981,2
459014,2
268429,2
280022,2
422617,2
545354,2
72215,35825
366159,2
288646,2
449438,2
284129,2
378191,2
322476,8265
377328,32996
508467,2
47794,6209
327797,7648
357648,2
104019,2
21108,2
85816,14093
472681,2
4004,2
102521,2
3630,2
298359,2
19907,2
438030,2
251727,2
149343,2
182627,42025
525594,2
136262,9007
131618,2
502474,2
241774,2
342883,2
425898,2
456033,26921
498934,2137
455254,2
528373,2
540679,82947
161269,2
198987,2
526197,27371
128987,2
443555,2
366262,2
344471,2
514992,2
190658,10122
384658,2
361314,2
248128,70629
236190,2
389453,2
175719,2
158083,49857
247400,2
4540,2
8973,4537
413534,2
448448,2
455001,19579
489325,2
442681,146097
474208,2
404925,2
408778,2
522784,9003
93064,2
102631,2
4920,4920
19880,2
78494,2730
462415,2
487426,2
155711,2
199516,2
32731,2
361857,2
469462,2
168014,2
141696,5502
410412,2
73012,2
507736,54237
146814,2
306817,2
534117,64111
30049,2
51270,2
422055,2
44553,2
80504,26302
373911,2
351973,48599
173349,53067
53535,53535
261572,2
378703,6868
54854,14553
164663,2
444732,2
135672,2
164329,2
344488,45354
287129,2
2131,2
155144,2
257308,2
133245,1987
479821,316073
104829,2
142825,2
432406,2
272948,2
263351,17460
131670,2
392631,118405
172808,134195
248945,2
256308,28291
354383,1223
130936,2
103998,9518
133463,2
364343,2
49784,2
368381,2
101896,1223
316248,11182
189059,3855
248705,2
286079,11564
402015,2
250278,116207
495688,2
469426,2
158008,2
54554,2
487843,2
145449,2
151879,2
543521,64319
57624,12784
514176,48814
67909,649
296006,2
300864,2
393582,23471
41191,4205
145175,13318
474965,2
17401,2
136430,69003
403396,41642
127622,11029
234791,2
406722,273
40767,2
89556,19256
386039,2
342963,2
397703,2421
378492,2
363157,2
425828,51097
168109,2
395136,650
542779,16738
462507,91714
477645,2
48950,2
68606,2
359695,17246
182520,13507
321560,7039
337740,2
388471,2
135959,62223
268589,2
164956,2
290674,26015
54426,22687
273249,2
473016,107926
364161,132349
22274,2
165205,2
356246,2
514231,29113
477983,2
144592,2
278646,2
483900,2
519327,2
91120,13430
25029,2
484183,46901
310960,6734
518908,2
56295,2
21595,2
258892,2
454475,4205
325103,2
379404,2
367689,32756
264957,7473
338660,2
179654,2
183012,2
412834,27884
7483,7483
247908,10122
240349,2356
61215,2
536054,2
418700,2
102798,2
543993,2
468116,10263
191492,2
250427,11029
395384,2
32248,12774
307969,3903
329203,2
472782,23061
51496,19737
295516,5564
207182,2
540896,2
538987,2
42234,42234
543240,6747
165743,2
406968,35015
531112,2
143447,2
191601,2
438860,10484
12468,2
44264,2
45354,45354
180651,2
488489,7923
107174,2
1922,2
37024,393
134293,2
240851,2
511314,15276
431518,2
544669,33462
213707,2
164155,2
203740,50641
92028,2
268521,3996
259858,16644
165051,128540
338668,2
236841,29595
89341,2
169135,2
334076,2
193838,2
117590,2
291903,2
451033,196486
270046,46009
436949,7
545938,2
144248,2
35238,2
105924,2
380464,2
439337,26819
313479,2
508888,2
106560,3670
188872,2
64486,2
293041,2
159560,11358
472507,9685
422847,31528
184285,2
69915,69915
447529,2
134307,2
165182,2
35851,2
79454,2
188950,69854
438202,76615
258633,52136
490810,2
150190,48363
291064,2
397816,2
35075,2
396074,3750
27388,27388
527636,2
93037,2
403086,38951
415915,2
323124,2
123441,58617
217458,9685
84172,2
312174,61719
181843,33379
401141,87
218370,1541
72726,72726
472805,2
102903,2
511527,2
413930,2
220654,2
347809,2
459138,26956
193191,2
358677,2
321418,2
